S.No,dept,Subject,Topic,level,Question,Choice 1,Choice 2,Choice 3,Choice 4,Correct Choice ,Explanation ,Reference,Unit Number
179,IT,JAVA,Multithreading,3,Which of these statements is incorrect?,"By multithreading CPU idle time is minimized, and we can take maximum use of it","By multitasking CPU idle time is minimized, and we can take maximum use of it",Two thread in Java can have the same priority,"A thread can exist only in two states, running and blocked",4,"Thread exist in several states, a thread can be running, suspended, blocked, terminated & ready to run.",www.sanfoundry.com,3
180,IT,JAVA,Multithreading,3,What will happen if two thread of the same priority are called to be processed simultaneously?,Anyone will be executed first lexographically,Both of them will be executed simultaneously,None of them will be executed,It is dependent on the operating system,4,"In cases where two or more thread with same priority are competing for CPU cycles, different operating system handle this situation differently. Some execute them in time sliced manner some depending on the thread they call.",www.sanfoundry.com,3
181,IT,JAVA,Multithreading,3,"What is the output of this program?
    class newthread extends Thread
    {
	Thread t;
	String name;
	newthread(String threadname)
        {
	    name = threadname;
	    t = new Thread(this,name);
	    t.start();
	}
	public void run()
        {
        }
     }
    class multithreaded_programing
    {
        public static void main(String args[])
        {
	    newthread obj1 = 	 new newthread(""one"");
	    newthread obj2 =	 new newthread(""two"");
            try
            {
                Thread.sleep(1000);	
                System.out.print(obj1.t.isAlive());
            }
            catch(InterruptedException e)
            {
	    System.out.print(""Main thread interrupted"");
            }
        }
    }",TRUE,FALSE,main Thread Interrupted,None of the mentioned,2,"Thread.sleep(1000) has caused all the threads to be suspended for some time, hence onj1.t.isAlive() returns false.",www.sanfoundry.com,3
182,IT,JAVA,Introduction to Collection Frameworks,3,Which interface provides the capability to store objects using a key-value pair?,"Java.util.Map
","Java.util.Set
","Java.util.List
",Java.util.Collection,1,Map interface stores objects as key-value pair,https://www.indiabix.com,4
183,IT,JAVA,Introduction to Collection Frameworks,1,Which statement is true for the class java.util.ArrayList?,"The elements in the collection are ordered.
 ","The collection is guaranteed to be immutable.
","The elements in the collection are guaranteed to be unique.
","The elements in the collection are accessed using a unique key.
",1,"Always the 
elements in the 
collection are ordered","https://www.indi
abix.com",4
184,IT,JAVA,Introduction to Collection Frameworks,1, What happens if we put a key object in a HashMap which exists?,"The new 
object replaces 
the older object","The new 
object is discarded","The old
 object is removed from the map"," It throws
 an exception as the key already exists in the map",1,"HashMap 
always contains unique keys. If same key is inserted again, the new object replaces the previous object.","https://www.san
foundry.com",4
185,IT,JAVA,Introduction to Collection Frameworks,1,"Which collection 
class allows you to grow or shrink its size and provides indexed access to its elements, but whose methods are not synchronized?","java.util
.HashSet
","java.util.
LinkedHashSet
","java.util
.List
","java.util.
ArrayList
",4,"All of the collection 
classes allow you to grow or shrink the size of your collection. ArrayList provides an index to its elements. The newer collection classes tend not to have synchronized methods. Vector is an older implementation of ArrayList functionality and has synchronized methods; it is slower than ArrayList.","https://www.ind
iabix.com",4
186,IT,JAVA,Introduction to Collection Frameworks,1,"Which of these is not a interface in the Collections Framework?
",Collection ,Group,Set ,List,2,No Explanation,www.javamadesoeasy.com,4
187,IT,JAVA,Introduction to Collection Frameworks,1,"Which interface restricts duplicate elements?
",Set,List,Map,All,1,No Explanation,www.javamadesoeasy.com,4
188,IT,JAVA,Introduction to Collection Frameworks,1, All the collection classes in java.util package are , fail-safe, fail-fast, Both,None,2,All collection classes in java.util package are fail-fast whereas all collection classes in java.util.concurrent package are fail-safe,https://snowdream.github.io,4
189,IT,JAVA,Introduction to Collection Frameworks,2,"Which of these class object can be used to form a dynamic array?
",ArrayList,Map,Vector, ArrayList & Vector,4,"Vectors are dynamic arrays, it contains many legacy methods that are not part of collection framework, and hence these methods are not present in ArrayList. But both are used to form dynamic arrays.",https://www.sanfoundry.com,4
190,IT,JAVA,Introduction to Collection Frameworks,2,You need to store elements in a collection that guarantees that no duplicates are stored and all elements can be accessed in natural order. Which interface provides that capability?,"java.util.Map
","java.util.Set
","java.util.List
","java.util.Collection
",2,"A set is a collection 
that contains no duplicate elements. The iterator returns the elements in no particular order (unless this set is an instance of some class that provides a guarantee). A map cannot contain duplicate keys but it may contain duplicate values. List and Collection allow duplicate elements.","https://www.asti
wz.com",4
191,IT,JAVA,Introduction to Collection Frameworks,2,Which provides better performance for the insertion and removal from the middle of the list?,"Vector
","ArrayList
","LinkedList
",All,3,"With LinkedList 
insertions and deletions can be done easily ","https://www.javamade
soeasy.com",4
192,IT,JAVA,Introduction to Collection Frameworks,2,The default capacity of a Vector is:,10,12,8,16,1,No Explanation,"https://www.javamade
soeasy.com",4
193,IT,JAVA,Introduction to Collection Frameworks,2,Which does NOT implement the Collection interface?,List,Map,Set,None,2,No Explanation,"https://www.javamade
soeasy.com",4
194,IT,JAVA,Introduction to Collection Frameworks,2,"What is the output of this program?
import java.util.*;
class vector 
{
public static void main(String args[]) 
{
Vector obj = new Vector(4,2);
obj.addElement(new Integer(3));
obj.addElement(new Integer(2));
obj.addElement(new Integer(5));            System.out.println(obj.elementAt(1));
        }
    }",0,3,2,5,3,"obj.elementAt(1) returns the value stored at index 1, which is 2.",https://www.sanfoundry.com,4
195,IT,JAVA,Introduction to Collection Frameworks,3,"What is the output of this program?
import java.util.*;
class Arraylist 
    {
public static void main(String args[]) 
        {
ArrayList obj = new ArrayList();
obj.add(""A"");            obj.add(""B"");
obj.add(""C"");
obj.add(1, ""D"");
System.out.println(obj);
        }
    }"," [A, B, 
C, D].","[A, D, 
B, C]."," [A, D,
 C].","[A, B,
 C].",2,"obj is an object of 
class ArrayList hence it is an dynamic array which can increase and decrease its size. obj.add(“X”) adds to the array element X and obj.add(1,”X”) adds element x at index position 1 in the list, Hence obj.add(1,”D”) stores D at index position 1 of obj and shifts the previous value stored at that position by 1.
Output:","https://www.sanfo
undry.com",4
196,IT,JAVA,Introduction to Collection Frameworks,3,"After resizing, size of ArrayList is increased by :",200%,50%,100%,none,2,No Explanation,"https://www.javamade
soeasy.com",4
197,IT,JAVA,"Random Class, Scanner Class & Calender Properties",3,Which allows the removal of elements from a collection?,Enumeration,Iterator,Both,None of the above,4,No Explanation,data-flair.training/blogs/java-quiz-questions/,4
198,IT,JAVA,"Random Class, Scanner Class & Calender Properties",1,Iterator returned by ArrayList is?,Fail-fast,Fail-safe,Both,None of the above,1,No Explanation,data-flair.training/blogs/java-quiz-questions/,4
199,IT,JAVA,"Random Class, Scanner Class & Calender Properties",1,Which is best suited to a multi-threaded environment?,WeakHashMap,Hashtable,HashMap,ConcurrentHashMap,4,No Explanation,"https://www.javamade
soeasy.com",4
200,IT,JAVA,"Random Class, Scanner Class & Calender Properties",1,"What would be the output of following code snippet?
int a = random.nextInt(15) + 1;","Random number between 1 to 15, including 1 and 15","Random number between 1 to 15, excluding 15","Random number between 1 to 15, excluding 1","Random number between 1 to 15, excluding 1 and 15",1, random.nextInt(15) + 1; returns random numbers between 1 to 15 including 1 and 15.,https://www.sanfoundry.com,4
201,IT,JAVA,"Random Class, Scanner Class & Calender Properties",1,Which method does not store string value after space?,next(),nextString(),nextLine(),Both 1 and 3,1,"next()

next() method does not store string value after space.",www.includehelp.com,4
202,IT,JAVA,"Random Class, Scanner Class & Calender Properties",1, StringTokenizer implements the Enumeration interface,TRUE,FALSE, Both,None,1,No Explanation,www.careerride.com,4
203,IT,JAVA,"Random Class, Scanner Class & Calender Properties",1,"In Iterator, nextElement() method of Enumeration has been changed to:",next(),getNext(),returnNext(),name remains same,1,No Explanation,"https://www.javamade
soeasy.com",4
204,IT,JAVA,"Random Class, Scanner Class & Calender Properties",2,"Enumeration returned by Vector is?
", fail-safe, fail-fast, Both,None,2,No Explanation,"https://www.javamade
soeasy.com",4
205,IT,JAVA,"Random Class, Scanner Class & Calender Properties",2,How many bits are used for generating random numbers?,32,64,48,8,3,Random number can accept 64 bits but it only uses 48 bits for generating random numbers.,https://www.sanfoundry.com,4
206,IT,JAVA,"Random Class, Scanner Class & Calender Properties",2," Consider the following object declaration statement
Scanner objectName= new Scanner(System.in);
What is System.in in this declaration?",Class which point input device,Reference to Input stream,Reference to Computer System,None of these,2,No Explanation,www.includehelp.com,4
207,IT,JAVA,"Random Class, Scanner Class & Calender Properties",2,The Comparator interface contains the method?,compareWith(),compareTo(),compare(),none,3,No Explanation,"https://www.javamade
soeasy.com",4
208,IT,JAVA,"Random Class, Scanner Class & Calender Properties",2,"
What will be the output of the following program?

import java.util.*;
    public class nextToken {
        public static void main(String[] args) {
        StringTokenizer st = new StringTokenizer(""happydays, is,movie , ."");
        System.out.println(st.nextToken("",""));
    }
}", happydays,movie,Some other output,Compilation Error or Runtime Error,1,No Explanation,java.meritcampus.com,4
209,IT,JAVA,"Random Class, Scanner Class & Calender Properties",2,"What will be the output of the program?
import java.util.*; 
class I 
{
    public static void main (String[] args) 
    {
        Object i = new ArrayList().iterator(); 
        System.out.print((i instanceof List)+"",""); 
        System.out.print((i instanceof Iterator)+"",""); 
        System.out.print(i instanceof ListIterator); 
    } 
}","Prints: false, false, false","Prints: false, false, true","Prints: false, true, false","Prints: false, true, true",3,No Explanation,www.astiwz.com,4
210,IT,JAVA,"Random Class, Scanner Class & Calender Properties",3,"Which list class must be preferred in multi-threading environment, considering performance constraint
",Vector,CopyOnWriteArrayList,ArrayList,ConcurrentArrayList,2,,"https://www.javamade
soeasy.com",4
211,IT,JAVA,"Random Class, Scanner Class & Calender Properties",3,"What will be the output of the following program?

import java.util.*;
public class CalendarDemo {
    public static void main(String[] args) {
        Calendar cal = Calendar.getInstance();
        cal.set(Calendar.HOUR, 23);
        cal.set(Calendar.MINUTE, 58);
        cal.set(Calendar.SECOND, 59);
        System.out.print(cal.get(Calendar.HOUR) + "":"");
        System.out.print(cal.get(Calendar.MINUTE) + "":"");
        System.out.print(cal.get(Calendar.SECOND));
    }
}", 23:58:59, 11:58:59,Output can not determined,Compilation Error or Runtime Error,2,No Explanation,http://java.meritcampus.com,4
212,IT,JAVA,JDBC,3, Which of the following contains both date and time?, java.io.date, java.sql.date, java.util.date,java.util.dateTime,3,"java.util.date contains both date and time. Whereas, java.sql.date contains only date.",https://www.sanfoundry.com,4
213,IT,JAVA,JDBC,1,Which JDBC driver Type(s) is(are) the JDBC-ODBC bridge?,Type 1,Type 2,Type 3,Type 4,1,"In a Type 1 driver, a JDBC bridge is used to access ODBC drivers installed on each client machine.",https://www.indiabix.com,4
214,IT,JAVA,JDBC,1,Which of the following is not a component/class of JDBC API?,Statement,ResultSet,SQLException, ConnectionPool,4,"ConnectionPool is not a class of JDBC API. JDBC API consists of following interfaces and classes: DriverManager, Driver, Connection, Statement, ResultSet, SQLException.",www.tutorialspoint.com,4
215,IT,JAVA,JDBC,1,"To execute a statement, we invoke method",executeUpdate method,executeRel method,executeStmt method,executeConn method,1,No Explanation,www.mcqslearn.com,4
216,IT,JAVA,JDBC,1,The JDBC-ODBC bridge is,Multithreaded,Singlethreaded,Both,None of the above,1,No Explanation,www.eduzip.com,4
217,IT,JAVA,JDBC,1,"JDBC is a ..................... interface, which means that it is used to invoke SQL commands directly ",low-level ,middle-level ,higher-level ,user,1,No Explanation,http://cn10xz.blogspot.com/,4
218,IT,JAVA,JDBC,1,Which of the following is used to call stored procedure?,Statement,PreparedStatement,CallableStatment, CalledStatement,3,CallableStatement is used in JDBC to call stored procedure from Java program.,https://www.sanfoundry.com,4
219,IT,JAVA,JDBC,2,"What does the Class.forName(""MyClass"") do?", Loads the class MyClass.,Execute any static block code of MyClass., Returns an instance of MyClass.,All of the above,4,"Class.forName(""MyClass"") first loads the class MyClass then executes any static block code of MyClass and returns an instance of MyClass.",www.tutorialspoint.com,4
220,IT,JAVA,JDBC,2,Where is metadata stored in MySQL?,In the MySQL database metadata,In the MySQL database metasql,In the MySQL database mysql,None of the above is correct.,3,No Explanation,www.indiabix.com,4
221,IT,JAVA,JDBC,2,which packages contain the JDBC classes?,java.jdbc and javax.jdbc,java.jdbc and java.jdbc.sql,java.sql and javax.sql,java.rdb and javax.rdb,3,No Explanation,www.eduzip.com,4
222,IT,JAVA,JDBC,2,"…………………. Is an open source DBMS product that runs on UNIX, Linux and Windows",MySQL,JSP/SQL,JDBC/SQL,Sun ACCESS,1,No Explanation,www.eduzip.com,4
223,IT,JAVA,JDBC,2,"Kind of driver converts JDBC calls on the client API for Oracle, Sybase, Informix, DB2, or other DBMS is known as 
",JDBC-Net pure Java driver ,JDBC-ODBC Bridge plus ODBC driver ,Native-API partly-Java driver ,Both A and B,3,No Explanation,http://cn10xz.blogspot.com/,4
224,IT,JAVA,JDBC,2,Which JDBC driver Type(s) can be used in either applet or servlet code?,Both Type 1 and Type 2,Both Type 1 and Type 3,Both Type 3 and Type 4,Type 4 only,3,"In a Type 3 driver, a three-tier approach is used to accessing databases. The JDBC clients use standard network sockets to communicate with an middleware application server. In a Type 4 driver, a pure Java-based driver that communicates directly with vendor’s database through socket connection.",https://www.examveda.com,4
225,IT,JAVA,JDBC,3,ODBC is not appropriate for direct use from java because it uses a .............. , C interface ,C# interface,java interface,Both A and C,1,No Explanation,http://mhkbmc.blogspot.com,4
226,IT,JAVA,JDBC,3,Java Soft provides ................. JDBC product components as part of the java Developer's Kit (JDK),3,2,4,1,1,No Explanation,http://mhkbmc.blogspot.com,4
227,IT,JAVA,FILES,3,Which of these packages contain classes and interfaces used for input & output operations of a program?,java.util,java.lang,java.io,All of the mentioned,3,java.io provides support for input and output operations.,https://www.indiabix.com,4
228,IT,JAVA,FILES,1,Which of these class is not a member class of java.io package,String,StringReader,Writer,File,1,String class is in lang package.,"https://www.indi
abix.com",4
229,IT,JAVA,FILES,1,Which of these interface is not a member of java.io package,DataInput,ObjectInput,ObjectFilter,FileFilter,3,ObjectFilter,"https://www.san
foundry.com",4
230,IT,JAVA,FILES,1,Which of these class is not related to input and output stream in terms of functioning?,File,Writer,InputStream,Reader,1,"A File describes properties of a file, a File object is used to obtain or manipulate the information associated with a disk file, such as the permissions, time date, and directories path, and to navigate subdirectories.","https://www.ind
iabix.com",4
231,IT,JAVA,FILES,1,Which of these is specified by a File object?,a file in disk,directory path,directory in disk,None of the mentioned,3,directory in disk,www.javamadesoeasy.com,4
232,IT,JAVA,FILES,1,Which of these is method for testing whether the specified element is a file or a directory?, IsFile(),isFile(),Isfile(),isfile(),2,isFile() returns true if called on a file and returns false when called on a directory.,https://www.indiabix.com,4
233,IT,JAVA,FILES,1,Which of these classes is used for input and output operation when working with bytes?,InputStream,Reader,Writer,All of the mentioned,1,InputStream & OutputStream are designed for byte stream. Reader and writer are designed for character stream.,"https://www.indi
abix.com",4
234,IT,JAVA,FILES,2,Which of these class is used to read and write bytes in a file?,FileReader,FileWriter,FileInputStream,InputStreamReader,3,FileInputStream,"https://www.san
foundry.com",4
235,IT,JAVA,FILES,2,Which of these is a method to clear all the data present in output buffers,clear(),flush(),fflush(),close(),2,flush(),"https://www.ind
iabix.com",4
236,IT,JAVA,FILES,2,Which of these is method is used for writing bytes to an outputstream, put(),print(),printf(),write(),2,write() and read() are the two main methods of OutputStream & InputStream respectively that are used for printing and reading the byte data.,www.javamadesoeasy.com,4
237,IT,JAVA,FILES,2,Which of these class can be used to implement input stream that uses a character array as the source?,BufferedReader,FileReader,CharArrayReader,FileArrayReader,3,CharArrayReader is an implementation of an input stream that uses character array as a source. Here array is the input source.,https://www.indiabix.com,4
238,IT,JAVA,FILES,2,Can data flow through a given stream in both directions?,"No; a stream has one direction only, input or output.",No; streams only work for output.,Yes; only one stream is needed to read and write a file,Yes; but only one direction at a time.,1,No Explanation,"https://www.indi
abix.com",4
239,IT,JAVA,FILES,2,Is the character data used inside a Java program exactly the same format as the character data in a text file written by Java?,"No. Internally Java uses 8-bit character data, but text files always use ASCII.","No. Internally Java programs always use 16-bit char data; but text files are written in UTF format, which is different",Yes. Java uses the same format for characters inside a program and in text files.,Yes. Character data has always used the same format for all computers and all files.,2,No Explanation,"https://www.san
foundry.com",4
240,IT,JAVA,FILES,3,What is the name of the abstract base class for streams dealing with general purpose (non-character) input?,   InputStream,OutputStream,Reader,Writer,1,No Explanation,"https://www.ind
iabix.com",4
241,IT,JAVA,FILES,3,Which of these classes can return more than one character to be returned to input stream?,BufferedReader,Bufferedwriter,PushbachReader,CharArrayReader,4,No Explanation,www.javamadesoeasy.com,4
242,IT,JAVA,AWT &SWINGS,3,Give the abbreviation of AWT?,Applet Windowing Toolkit,Abstract Windowing Toolkit,Absolute Windowing Toolkit,None of the above,2,No Explanation,https://gksquiz.blogspot.com/2015/04/basics-of-awt-and-swing-mcq-set-1.html,5
243,IT,JAVA,AWT &SWINGS,1,AWT is used for GUI programming in java?,TRUE,FALSE,,,1,No Explanation,https://gksquiz.blogspot.com/2015/04/basics-of-awt-and-swing-mcq-set-1.html,5
244,IT,JAVA,AWT &SWINGS,1,"The following specifies the advantages of 
It is lightweight.
It supports pluggable look and feel.
It follows MVC (Model View Controller) architecture.
",Swing,AWT,Both A & B,None of the above,1,No Explanation,https://www.careerride.com/view/basics-of-awt-and-swing-java-test-15796.aspx,5
245,IT,JAVA,AWT &SWINGS,1,Swing is not a part of JFC (Java Foundation Classes) that is used to create GUI application?,TRUE,FALSE,,,2,No Explanation,https://www.careerride.com/view/basics-of-awt-and-swing-java-test-15796.aspx,5
246,IT,JAVA,AWT &SWINGS,1,Which class provides many methods for graphics programming?,java.awt,java.Graphics,java.awt.Graphics,None of the above,3,No Explanation,https://gksquiz.blogspot.com/2015/04/basics-of-awt-and-swing-mcq-set-1.html,5
247,IT,JAVA,AWT &SWINGS,1,"These two ways are used to create a Frame
By creating the object of Frame class (association)
By extending Frame class (inheritance)
",TRUE,FALSE,,,1,No Explanation,https://gksquiz.blogspot.com/2015/04/basics-of-awt-and-swing-mcq-set-1.html,5
248,IT,JAVA,AWT &SWINGS,1,"The Following steps are required to perform
1) Implement the Listener interface and overrides its methods
2) Register the component with the Listener
",Exception Handling,String Handling,Event Handling,None of the above,3,No Explanation,https://gksquiz.blogspot.com/2015/04/basics-of-awt-and-swing-mcq-set-1.html,5
249,IT,JAVA,AWT &SWINGS,1,In which places can put the event handling code ,Same class,Other class,Annonymous class,All mentioned above,4,No Explanation,https://gksquiz.blogspot.com/2015/04/basics-of-awt-and-swing-mcq-set-1.html,5
250,IT,JAVA,AWT &SWINGS,1,Which of these methods are used to register a keyboard event listener?,KeyListener(),addKistener(),addKeyListener(),eventKeyboardListener(),3,No Explanation,https://www.sanfoundry.com/java-mcqs-event-handling-basics/,5
251,IT,JAVA,AWT &SWINGS,1,Which of these events is generated by scroll bar?,ActionEvent,KeyEvent,WindowEvent,AdjustmentEvent,4,No Explanation,https://www.sanfoundry.com/java-mcqs-actionevent-adjustmentevent-class/,5
252,IT,JAVA,AWT &SWINGS,1,Which of these methods will be invoked if a character is entered?,keyPressed(),keyReleased(),keyTyped(),keyEntered(),3,No Explanation,https://www.sanfoundry.com/java-mcqs-event-listeners-interfaces/,5
253,IT,JAVA,AWT &SWINGS,1,Which of these are constants defined in WindowEvent class?,WINDOW_ACTIVATED,WINDOW_CLOSED,WINDOW_DEICONIFIED,All of the mentioned,4,"WindowEvent class defines 7 constants – WINDOW_ACTIVATED, WINDOW_CLOSED, WINDOW_OPENED, WINDOW_DECONIFIED, WINDOW_CLOSING, WINDOW_DEACTIVATED, WINDOW_ICONIFIED.",https://www.sanfoundry.com/java-questions-answers-aptitude-test/,5
254,IT,JAVA,AWT &SWINGS,1,Which of these methods can be used to know which key is pressed?,getKey(),getModifier(),getActionKey(),getActionEvent(),2,"The getModifiers() methods returns a value that indicates which modifiers keys (ALT, CTRL, META, SHIFT) were pressed when the event was generated",https://www.sanfoundry.com/java-mcqs-actionevent-adjustmentevent-class/,5
255,IT,JAVA,AWT &SWINGS,1,Which of these events will be notified if scroll bar is manipulated?,ActionEvent,ComponentEvent,AdjustmentEvent,WindowEvent,3,AdjustmentEvent is generated when a scroll bar is manipulated.,https://www.sanfoundry.com/java-mcqs-event-handling-basics/,5
256,IT,JAVA,AWT &SWINGS,1,Which of these methods are used to register a mouse motion listener?,addMouse(),addMouseListener(),addMouseMotionListner(),eventMouseMotionListener(),3,No Explanation,https://www.sanfoundry.com/java-mcqs-event-handling-basics/,5
257,IT,JAVA,AWT &SWINGS,1,"Which is the container that contain title bar and can have MenuBars. It can have other components like button, textfield etc.?",Panel,Frame,Window,Container,2,No Explanation,https://gksquiz.blogspot.com/2015/04/basics-of-awt-and-swing-mcq-set-1.html,5
258,IT,JAVA,AWT &SWINGS,2,"Which is a component in AWT that can contain another components like buttons, textfields, labels etc.?",Window,Container,Panel,Frame,2,No Explanation,https://gksquiz.blogspot.com/2015/04/basics-of-awt-and-swing-mcq-set-1.html,5
259,IT,JAVA,AWT &SWINGS,2,"The ActionListener interface is used for handling action events,For example,it's used by a",JButton,JCheckbox,JMenuItem,All of these,4,No Explanation,https://gksquiz.blogspot.com/2015/04/basics-of-awt-and-swing-mcq-set-1.html,5
260,IT,JAVA,AWT &SWINGS,2,"4)  Which of the following methods can be used to change the size of a java.awt.Component object?
(1) dimension()
(2) setSize()
(3) area()
(4) size()
(5) resize()
","(1), (2), (3) & (5)","(1), (2) & (5)",(2) & (5),"(2), (4) & (5)",3,No Explanation,https://www.syvum.com/cgi/online/serve.cgi/squizzes/java/awt.html?question_hide,5
261,IT,JAVA,AWT &SWINGS,2,What is an event in delegation event model used by Java programming language?,An event is an object that describes a state change in a source,An event is an object that describes a state change in processing,An event is an object that describes any change by the user and system,"An event is a class used for defining object, to create events",1,An event is an object that describes a state change in a source.,https://www.sanfoundry.com/java-mcqs-event-handling-basics/,5
262,IT,JAVA,AWT &SWINGS,2,Which of these methods can be used to determine the type of event?,getID(),getSource(),getEvent(),getEventObject(),1,getID() can be used to determine the type of an event.,https://www.sanfoundry.com/java-mcqs-event-handling-basics/,5
263,IT,JAVA,AWT &SWINGS,2,Which of these is superclass of WindowEvent class?,WindowEvent,ComponentEvent,ItemEvent,InputEvent,2,"ComponentEvent is superclass of ContainerEvent, FocusEvent, KeyEvent, MouseEvent and WindowEvent.",https://www.sanfoundry.com/java-questions-answers-aptitude-test/,5
264,IT,JAVA,AWT &SWINGS,2,Which of these are integer constants of TextEvent class?,TEXT_CHANGED,TEXT_FORMAT_CHANGED,TEXT_VALUE_CHANGED,TEXT_SIZE_CHANGED,3,TextEvent defines a single integer constant TEXT_VALUE_CHANGED.,https://www.sanfoundry.com/java-questions-answers-aptitude-test/,5
265,IT,JAVA,AWT &SWINGS,2,Which of these interfaces handles the event when a component is added to a container?,ComponentListener,ContainerListener,FocusListener,InputListener,2,The ContainerListener defines methods to recognize when a component is added to or removed from a container.,https://www.sanfoundry.com/java-mcqs-event-listeners-interfaces/,5
266,IT,JAVA,AWT &SWINGS,2,Which of these methods can be used to know the degree of adjustment made by the user?,getValue(),getAdjustmentType(),getAdjustmentValue(),getAdjustmentAmount(),1,"The amount of the adjustment can be obtained from the getvalue() method, it returns an integer value corresponding to the amount of adjustment made.",https://www.sanfoundry.com/java-mcqs-actionevent-adjustmentevent-class/,5
267,IT,JAVA,AWT &SWINGS,2,Which of these interfaces define a method itemStateChanged()?,ComponentListener,ContainerListener,ActionListener,ItemListener,4,No Explanation,https://www.sanfoundry.com/java-mcqs-event-listeners-interfaces/,5
268,IT,JAVA,AWT &SWINGS,2,Which of these methods is defined in MouseMotionAdapter class?,mouseDragged(),mousePressed(),mouseReleased(),mouseClicked(),1,The MouseMotionAdapter class defines 2 methods – mouseDragged() and mouseMoved.,https://www.sanfoundry.com/java-mcqs-event-listeners-interfaces/,5
269,IT,JAVA,AWT &SWINGS,2,Which of these methods is used to get x coordinate of the mouse?,getX(),getXCoordinate(),getCoordinateX(),getPointX(),1,getX() and getY() are used to obtain X AND Y coordinates of the mouse.,https://www.sanfoundry.com/java-questions-answers-aptitude-test/,5
270,IT,JAVA,AWT &SWINGS,2,Which of these interfaces define four methods?,ComponentListener,ContainerListener,ActionListener,InputListener,1,"ComponentListener defines four methods componentResized(), componentMoved(), componentShown() and componentHidden().",https://www.sanfoundry.com/java-mcqs-event-listeners-interfaces/,5
271,IT,JAVA,AWT &SWINGS,2,Which of these methods can be used to obtain the command name for invoking ActionEvent object?,getCommand(),getActionCommand(),getActionEvent(),getActionEventCommand(),2,No Explanation,https://www.sanfoundry.com/java-mcqs-actionevent-adjustmentevent-class/,5
272,IT,JAVA,AWT &SWINGS,2,Which of these constant value will change when the button at the end of scroll bar was clicked to increase its value?,BLOCK_DECREMENT,BLOCK_INCREMENT,UNIT_DECREMENT,UNIT_INCREMENT,4,UNIT_INCREMENT VALUE will change when the button at the end of scroll bar was clicked to increase its value.,https://www.sanfoundry.com/java-mcqs-actionevent-adjustmentevent-class/,5
273,IT,JAVA,AWT &SWINGS,3,Which of these events is generated when the component is added or removed?,ComponentEvent,ContainerEvent,FocusEvent,InputEvent,2,A ContainerEvent is generated when a component is added to or removed from a container. It has two integer constants COMPONENT_ADDED & COMPONENT_REMOVED.,https://www.sanfoundry.com/java-mcqs-componentevent-containerevent-focusevent-class/,5
274,IT,JAVA,AWT &SWINGS,3,Which of these are integer constants of ComponentEvent class?,COMPONENT_HIDDEN,COMPONENT_MOVED,COMPONENT_RESIZE,All of the mentioned,4,"The component event class defines 4 constants COMPONENT_HIDDEN, COMPONENT-MOVED, COMPONENT-RESIZE and COMPONENT-SHOWN.",https://www.sanfoundry.com/java-mcqs-componentevent-containerevent-focusevent-class/,5
275,IT,JAVA,AWT &SWINGS,3,Which of these methods can be used to obtain the coordinates of a mouse?,getPoint(),getCoordinates(),getMouseXY(),getMouseCordinates(),1,"getPoint() method can be used to obtain coordinates of a mouse, alternatively we can use getX() and getY() methods for x and y coordinates of mouse respectively.",https://www.sanfoundry.com/java-questions-answers-aptitude-test/,5
276,IT,JAVA,AWT &SWINGS,3,What is an event in delegation event model used by Java programming language?,An event is an object that describes a state change in a source,An event is an object that describes a state change in processing,An event is an object that describes any change by the user and system,"An event is a class used for defining object, to create events",1,An event is an object that describes a state change in a source.,https://www.sanfoundry.com/java-mcqs-event-handling-basics/,5
277,IT,JAVA,AWT &SWINGS,3,What is a listener in context to event handling?,A listener is a variable that is notified when an event occurs,A listener is a object that is notified when an event occurs,A listener is a method that is notified when an event occurs,None of the mentioned,2,"A listener is a object that is notified when an event occurs. It has two major requirements first, it must have been registered with one or more sources to receive notification about specific event types, and secondly it must implement methods to receive and process these notifications.",https://www.sanfoundry.com/java-mcqs-event-handling-basics/,5
278,IT,JAVA,AWT &SWINGS,3,Which of these methods can be used to know the type of focus change?,typeFocus(),typeEventFocus(),isTemporary(),isPermanent(),3,"There are two types of focus events – permanent and temporary. The isTemporary() method indicates if this focus change is temporary, it returns a Boolean value.",https://www.sanfoundry.com/java-mcqs-componentevent-containerevent-focusevent-class/,5
279,IT,JAVA,AWT &SWINGS,3,Which of these methods can be used to get reference to a component that was removed from a container?,getComponent(),getchild(),getContainerComponent(),getComponentChild(),2,The getChild() method returns a reference to the component that was added to or removed from the container.,https://www.sanfoundry.com/java-mcqs-componentevent-containerevent-focusevent-class/,5
280,IT,JAVA,AWT &SWINGS,3,Which of these methods can be used to change location of an event?,changePoint(),translatePoint(),changeCordinates(),translateCordinates(),2,No Explanation,https://www.sanfoundry.com/java-questions-answers-aptitude-test/,5
281,IT,JAVA,AWT &SWINGS,3,Which of these are integer constants defined in ActionEvent class?,ALT_MASK,CTRL_MASK,SHIFT_MASK,All of the mentioned,4,"Action event defines 4 integer constants ALT_MASK, CTRL_MASK, SHIFT_MASK and ACTION_PERFORMED",https://www.sanfoundry.com/java-mcqs-actionevent-adjustmentevent-class/,5
282,IT,JAVA,APPLETS,3,Which of these functions is called to display the output of an applet?,display(),paint(),displayApplet(),PrintApplet(),2,"Whenever the applet requires to redraw its output, it is done by using method paint().","https://www.san
foundry.com",5
